AGENCY #,AGENCY TITLE,ROLE,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,4432
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,8330
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Full-Time,19992
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,2499
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,1666
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,1666
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,1666
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,1666
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,FLL UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,GGR UP Asc Prof,Faculty,Full-Time,70335
58090,OUS - ACME University,GGR UP Assistant Professor,Faculty,Full-Time,36168
58090,OUS - ACME University,GGR UP Assoc Prof,Faculty,Full-Time,62109
58090,OUS - ACME University,GGR UP Asst Prof,Faculty,Full-Time,57735
58090,OUS - ACME University,GGR UP Asst Prof,Faculty,Full-Time,63558
58090,OUS - ACME University,GGR UP Professor,Faculty,Full-Time,85338
58090,OUS - ACME University,GGR UP Professor,Faculty,Full-Time,85788
58090,OUS - ACME University,GGR UT Hourly Research,Faculty,Part-Time,7768
58090,OUS - ACME University,GGR UT Hourly Research,Faculty,Part-Time,3820
58090,OUS - ACME University,GGR UT Hourly Research,Faculty,Part-Time,10186
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,12144
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3868
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3868
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3836
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3868
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,5832
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3836
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3868
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,GGR UT Salary Pool < .50,Faculty,Part-Time,3836
58090,OUS - ACME University,GLG UP Asc Prof,Faculty,Full-Time,69822
58090,OUS - ACME University,GLG UP Asc Prof,Faculty,Full-Time,70200
58090,OUS - ACME University,GLG UP Assistant Professor UGE,Faculty,Full-Time,61371
58090,OUS - ACME University,GLG UP Asst Prof,Faculty,Full-Time,64071
58090,OUS - ACME University,GLG UP Asst Professor,Faculty,Full-Time,93879
58090,OUS - ACME University,GLG UP Prof,Faculty,Full-Time,93123
58090,OUS - ACME University,GLG UP Prof,Faculty,Full-Time,64071
58090,OUS - ACME University,GLG UP Rsch Asst,Faculty,Full-Time,27760
58090,OUS - ACME University,GLG UP Rsch Asst PostDoc,Faculty,Full-Time,32219
58090,OUS - ACME University,GLG UP Rsch Asst Professor,Faculty,Full-Time,53419
58090,OUS - ACME University,GLG UT Salary Pool < .50,Faculty,Part-Time,5355
58090,OUS - ACME University,GLG UT Salary Pool < .50,Faculty,Part-Time,7943
58090,OUS - ACME University,GLG UT Salary Pool < .50,Faculty,Part-Time,6666
58090,OUS - ACME University,GLG UT Salary Pool < .50,Faculty,Part-Time,5487
58090,OUS - ACME University,GLG UT Salary Pool < .50,Faculty,Part-Time,7559
58090,OUS - ACME University,GLG UT Salary Pool < .50,Faculty,Part-Time,4284
58090,OUS - ACME University,GLG UT Salary Pool < .50,Faculty,Part-Time,4284
58090,OUS - ACME University,HON UP Asc Prof,Faculty,Full-Time,67014
58090,OUS - ACME University,HON UP Asst Prof,Faculty,Full-Time,61506
58090,OUS - ACME University,HON UP Professor,Faculty,Full-Time,91683
58090,OUS - ACME University,HON UP Professor,Faculty,Full-Time,89928
58090,OUS - ACME University,HON UT Salary Pool < .50,Faculty,Part-Time,14640
58090,OUS - ACME University,HST UP Asc Professor,Faculty,Part-Time,32396
58090,OUS - ACME University,HST UP Asc Professor,Faculty,Full-Time,68130
58090,OUS - ACME University,HST UP Assistant Professor,Faculty,Full-Time,54918
58090,OUS - ACME University,HST UP Assoc Prof,Faculty,Full-Time,60849
58090,OUS - ACME University,HST UP Assoc Prof,Faculty,Full-Time,61947
58090,OUS - ACME University,HST UP Associate Professor,Faculty,Full-Time,72216
58090,OUS - ACME University,HST UP Associate Professor,Faculty,Full-Time,66492
58090,OUS - ACME University,HST UP Asst Prof,Faculty,Full-Time,60849
58090,OUS - ACME University,HST UP Asst Prof,Faculty,Full-Time,61065
58090,OUS - ACME University,HST UP Asst Professor,Faculty,Full-Time,44046
58090,OUS - ACME University,HST UP Asst Professor,Faculty,Full-Time,44046
58090,OUS - ACME University,HST UP Asst Professor,Faculty,Full-Time,59940
58090,OUS - ACME University,HST UP Asst Professor,Faculty,Full-Time,65637
58090,OUS - ACME University,HST UP Professor,Faculty,Full-Time,81666
58090,OUS - ACME University,HST UP Professor,Faculty,Full-Time,96021
58090,OUS - ACME University,HST UP Professor,Faculty,Full-Time,85572
58090,OUS - ACME University,HST UP Professor,Faculty,Full-Time,59940
58090,OUS - ACME University,HST UP Professor,Faculty,Full-Time,108648
58090,OUS - ACME University,HST UP Professor,Faculty,Full-Time,92781
58090,OUS - ACME University,HST UP Professor,Faculty,Full-Time,66375
58090,OUS - ACME University,HST UP Professor,Faculty,Full-Time,87336
58090,OUS - ACME University,HST UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,HST UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,HST UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,HST UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,HST UT Salary Pool < .50,Faculty,Part-Time,4024
58090,OUS - ACME University,HST UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,IMS UP Research Associate,Faculty,Full-Time,74844
58090,OUS - ACME University,IMS UP Sr Rsch Asst II,Faculty,Full-Time,56380
58090,OUS - ACME University,INR UP Research Assistant,Faculty,Full-Time,48816
58090,OUS - ACME University,INR UP Rsch Asc,Faculty,Full-Time,56688
58090,OUS - ACME University,INR UP Rsch Asc,Faculty,Full-Time,60468
58090,OUS - ACME University,INR UP Rsch Asst,Faculty,Full-Time,39523
58090,OUS - ACME University,INR UP Rsch Asst,Faculty,Full-Time,43786
58090,OUS - ACME University,INR UP Rsch Asst,Faculty,Full-Time,34171
58090,OUS - ACME University,INR UP Rsch Wildlife Biologist,Faculty,Full-Time,48816
58090,OUS - ACME University,INR UP Rsch Wildlife Biologist,Faculty,Full-Time,48816
58090,OUS - ACME University,INR UX Zoology Projects Mgr,Faculty,Full-Time,53472
58090,OUS - ACME University,IOA UP Professor,Faculty,Full-Time,51219
58090,OUS - ACME University,IOA UP ReschAssoc/EvalSpecOGEC,Faculty,Full-Time,45778
58090,OUS - ACME University,IOA UP Sr Rsch Asc II,Faculty,Full-Time,82512
58090,OUS - ACME University,ISS UP Rsch Asst Prof,Faculty,Full-Time,82440
58090,OUS - ACME University,ISS UT Hourly AFT,Faculty,Full-Time,42518
58090,OUS - ACME University,IST UP Asc Prof,Faculty,Full-Time,65979
58090,OUS - ACME University,IST UP Asc Professor (UGE),Faculty,Full-Time,66519
58090,OUS - ACME University,IST UP Assistant Professor,Faculty,Full-Time,60876
58090,OUS - ACME University,IST UP Asst Professor,Faculty,Full-Time,43268
58090,OUS - ACME University,IST UP Asst Professor (UGE),Faculty,Full-Time,59634
58090,OUS - ACME University,IST UP Professor,Faculty,Full-Time,74466
58090,OUS - ACME University,IST UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,IST UT Salary Pool < .50,Faculty,Part-Time,4660
58090,OUS - ACME University,IST UT Salary Pool < .50,Faculty,Part-Time,4032
58090,OUS - ACME University,IST UT Salary Pool < .50,Faculty,Part-Time,8000
58090,OUS - ACME University,JST UP Assistant Professor,Faculty,Full-Time,60561
58090,OUS - ACME University,JST UP Associate Professor,Faculty,Full-Time,72675
58090,OUS - ACME University,JST UP Asst Prof,Faculty,Full-Time,63621
58090,OUS - ACME University,JUS UP Assistant Professor,Faculty,Full-Time,68124
58090,OUS - ACME University,JUS UP Associate Professor,Faculty,Full-Time,65637
58090,OUS - ACME University,JUS UP Asst Prof,Faculty,Full-Time,61308
58090,OUS - ACME University,JUS UP Professor,Faculty,Full-Time,90810
58090,OUS - ACME University,JUS UP Professor,Faculty,Full-Time,58122
58090,OUS - ACME University,JUS UP Sr Instructor II PR,Faculty,Full-Time,24755
58090,OUS - ACME University,JUS UT Salary Pool < .50,Faculty,Part-Time,3596
58090,OUS - ACME University,JUS UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,JUS UT Salary Pool < .50,Faculty,Part-Time,15064
58090,OUS - ACME University,JUS UT Salary Pool < .50,Faculty,Part-Time,4856
58090,OUS - ACME University,JUS UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,JUS UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,JUS UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,JUS UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,JUS UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,LIB UP AscProfLiaisonLibrarian,Faculty,Full-Time,99012
58090,OUS - ACME University,LIB UP AscProfSpecCollsUnivArc,Faculty,Full-Time,68160
58090,OUS - ACME University,LIN UP Assistant Professor,Faculty,Full-Time,65637
58090,OUS - ACME University,LIN UP Assistant Professor,Faculty,Full-Time,67194
58090,OUS - ACME University,LIN UP Associate Professor,Faculty,Full-Time,67194
58090,OUS - ACME University,LIN UP Asst Prof,Faculty,Full-Time,58068
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor IELP,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Instructor NR,Faculty,Full-Time,26671
58090,OUS - ACME University,LIN UP Learner Web Tech Dir,Faculty,Full-Time,73992
58090,OUS - ACME University,LIN UP Professor,Faculty,Full-Time,85671
58090,OUS - ACME University,LIN UP Professor,Faculty,Full-Time,68550
58090,OUS - ACME University,LIN UP Professor,Faculty,Full-Time,85896
58090,OUS - ACME University,LIN UP Professor,Faculty,Full-Time,82413
58090,OUS - ACME University,LIN UP Rsch Asst Professor,Faculty,Full-Time,70824
58090,OUS - ACME University,LIN UP Senior Instructor II,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Senior Instructor II,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Senior Instructor II,Faculty,Full-Time,48006
58090,OUS - ACME University,LIN UP Senior Instructor II,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Senior Instructor II,Faculty,Full-Time,44046
58090,OUS - ACME University,LIN UP Senior Instructor II,Faculty,Full-Time,44046
58090,OUS - ACME University,LIN UP Senior Instructor II,Faculty,Full-Time,40005
58090,OUS - ACME University,LIN UP Sr Instructor II,Faculty,Full-Time,44046
58090,OUS - ACME University,LIN UP Sr Instructor II,Faculty,Full-Time,44046
58090,OUS - ACME University,LIN UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,LIN UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,LIN UT Salary Pool < .50,Faculty,Part-Time,7568
58090,OUS - ACME University,MEN UP Asc Prof,Faculty,Full-Time,92340
58090,OUS - ACME University,MEN UP Asc Prof,Faculty,Full-Time,90126
58090,OUS - ACME University,MEN UP Asc Prof,Faculty,Full-Time,86274
58090,OUS - ACME University,MEN UP Asc Prof,Faculty,Full-Time,94779
58090,OUS - ACME University,MEN UP Asc Prof,Faculty,Full-Time,90333
58090,OUS - ACME University,MEN UP Asc Prof,Faculty,Full-Time,98316
58090,OUS - ACME University,MEN UP Assoc Prof,Faculty,Full-Time,86166
58090,OUS - ACME University,MEN UP Asst Prof,Faculty,Full-Time,43596
58090,OUS - ACME University,MEN UP Asst Prof,Faculty,Full-Time,66636
58090,OUS - ACME University,MEN UP Asst Prof,Faculty,Full-Time,85005
58090,OUS - ACME University,MEN UP Professor,Faculty,Full-Time,97776
58090,OUS - ACME University,MEN UP Professor,Faculty,Full-Time,78257
58090,OUS - ACME University,MEN UP Professor,Faculty,Full-Time,110934
58090,OUS - ACME University,MEN UP Professor,Faculty,Full-Time,111186
58090,OUS - ACME University,MEN UP Rsch Asst,Faculty,Full-Time,39682
58090,OUS - ACME University,MEN UT Salary Pool < .50,Faculty,Part-Time,4750
58090,OUS - ACME University,MEN UT Salary Pool < .50,Faculty,Part-Time,4755
58090,OUS - ACME University,MEN UT Salary Pool < .50,Faculty,Part-Time,4790
58090,OUS - ACME University,MEN UT Salary Pool < .50,Faculty,Part-Time,4750
58090,OUS - ACME University,MME UP Rsch Asst,Faculty,Full-Time,48816
58090,OUS - ACME University,MME UT Adjunct Pool 12 mo < .5,Faculty,Part-Time,24378
58090,OUS - ACME University,MME UT Adjunct Pool 12 mo < .5,Faculty,Part-Time,23002
58090,OUS - ACME University,MMR UP Rsch Asst,Faculty,Full-Time,48816
58090,OUS - ACME University,MMR UP Rsch Asst,Faculty,Full-Time,50016
58090,OUS - ACME University,MMR UP Sr Rsch Asst I,Faculty,Full-Time,49656
58090,OUS - ACME University,MTH UP Asc Prof,Faculty,Full-Time,72927
58090,OUS - ACME University,MTH UP Asc Prof,Faculty,Full-Time,74592
58090,OUS - ACME University,MTH UP Asc Prof,Faculty,Full-Time,97380
58090,OUS - ACME University,MTH UP Assoc Prof,Faculty,Full-Time,64602
58090,OUS - ACME University,MTH UP Asst Prof,Faculty,Full-Time,66564
58090,OUS - ACME University,MTH UP Asst Prof,Faculty,Full-Time,55629
58090,OUS - ACME University,MTH UP Asst Prof,Faculty,Full-Time,70830
58090,OUS - ACME University,MTH UP Asst Prof,Faculty,Full-Time,66582
58090,OUS - ACME University,MTH UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,MTH UP Maseeh Chair in MTH Sc,Faculty,Full-Time,125604
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,91845
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,90198
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,93339
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,101205
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,84456
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,86301
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,90963
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,92331
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,85851
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,90072
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,95778
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,99801
58090,OUS - ACME University,MTH UP Prof,Faculty,Full-Time,66636
58090,OUS - ACME University,MTH UP Professor,Faculty,Full-Time,93357
58090,OUS - ACME University,MTH UP Professor,Faculty,Full-Time,83718
58090,OUS - ACME University,MTH UP Senior Instructor I,Faculty,Full-Time,48519
58090,OUS - ACME University,MTH UP Sr Instructor I,Faculty,Full-Time,45324
58090,OUS - ACME University,MTH UP Sr Instructor I,Faculty,Full-Time,44685
58090,OUS - ACME University,MTH UP Sr Instructor I,Faculty,Full-Time,44685
58090,OUS - ACME University,MTH UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,MTH UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,MTH UT Salary Pool < .50,Faculty,Part-Time,2499
58090,OUS - ACME University,MTH UT Salary Pool < .50,Faculty,Part-Time,4165
58090,OUS - ACME University,MTH UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,MTH UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,MTH UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,MUS UP Asc Prof,Faculty,Full-Time,71982
58090,OUS - ACME University,MUS UP Asc Prof,Faculty,Full-Time,55728
58090,OUS - ACME University,MUS UP Asc Prof,Faculty,Full-Time,75843
58090,OUS - ACME University,MUS UP Asc Prof,Faculty,Full-Time,68688
58090,OUS - ACME University,MUS UP Asc Prof,Faculty,Full-Time,50045
58090,OUS - ACME University,MUS UP Asc Prof,Faculty,Full-Time,70920
58090,OUS - ACME University,MUS UP Asc Prof,Faculty,Full-Time,65637
58090,OUS - ACME University,MUS UP Asc Prof,Faculty,Full-Time,53166
58090,OUS - ACME University,MUS UP Asc Prof,Faculty,Full-Time,67014
58090,OUS - ACME University,MUS UP Asc Prof Appl Clar,Faculty,Full-Time,65637
58090,OUS - ACME University,MUS UP Asst Prof,Faculty,Full-Time,57222
58090,OUS - ACME University,MUS UP Asst Prof,Faculty,Full-Time,27459
58090,OUS - ACME University,MUS UP Asst Prof,Faculty,Full-Time,54918
58090,OUS - ACME University,MUS UP Asst Prof,Faculty,Full-Time,27459
58090,OUS - ACME University,MUS UP Asst Prof ApldHorn,Faculty,Full-Time,27459
58090,OUS - ACME University,MUS UP Instructor,Faculty,Full-Time,48195
58090,OUS - ACME University,MUS UP Professor,Faculty,Full-Time,84915
58090,OUS - ACME University,MUS UP Professor,Faculty,Full-Time,81522
58090,OUS - ACME University,MUS UP Professor,Faculty,Full-Time,84915
58090,OUS - ACME University,MUS UP Professor,Faculty,Full-Time,87192
58090,OUS - ACME University,MUS UP Professor,Faculty,Full-Time,80766
58090,OUS - ACME University,MUS UP Professor,Faculty,Full-Time,80748
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,556
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,833
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,833
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4443
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4998
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,2499
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,9431
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,555
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,556
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,3055
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,2221
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,3888
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,5276
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,1943
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,2221
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,2499
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,1110
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,7497
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,6332
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4165
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,5275
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4165
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,1110
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,2222
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,3610
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4998
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,1666
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,2499
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,1388
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4998
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,556
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,1943
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4720
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,833
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,2776
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,3055
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4721
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,555
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4998
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,3021
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,1111
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,1110
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,4720
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,2499
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,2222
58090,OUS - ACME University,MUS UT Salary Pool < .50,Faculty,Part-Time,14994
58090,OUS - ACME University,NAS UP Professor,Faculty,Full-Time,70056
58090,OUS - ACME University,NAS UP Sr Instructor II,Faculty,Full-Time,51255
58090,OUS - ACME University,OCD UT Salary Pool <.50,Faculty,Part-Time,3332
58090,OUS - ACME University,OCD UT Salary Pool <.50,Faculty,Part-Time,10848
58090,OUS - ACME University,OCD UT Salary Pool <.50,Faculty,Part-Time,6664
58090,OUS - ACME University,OCD UT Salary Pool <.50,Faculty,Part-Time,11004
58090,OUS - ACME University,OCD UT Salary Pool <.50,Faculty,Part-Time,9996
58090,OUS - ACME University,OIA UP Instructor,Faculty,Full-Time,52308
58090,OUS - ACME University,OIA UP Senior Instructor I,Faculty,Full-Time,61068
58090,OUS - ACME University,OIR UX Rsch Analyst,Faculty,Full-Time,53016
58090,OUS - ACME University,OIR UX Rsch Asc Prof,Faculty,Full-Time,81456
58090,OUS - ACME University,PAD UP Assistant Professor,Faculty,Full-Time,64791
58090,OUS - ACME University,PAD UP Assoc Prof,Faculty,Full-Time,68679
58090,OUS - ACME University,PAD UP Assoc Prof,Faculty,Full-Time,75114
58090,OUS - ACME University,PAD UP Associate Professor,Faculty,Full-Time,72450
58090,OUS - ACME University,PAD UP Associate Professor,Faculty,Full-Time,88758
58090,OUS - ACME University,PAD UP Asst Professor,Faculty,Full-Time,63414
58090,OUS - ACME University,PAD UP Asst Professor of Pract,Faculty,Full-Time,32153
58090,OUS - ACME University,PAD UP Asst Professor of Pract,Faculty,Full-Time,54918
58090,OUS - ACME University,PAD UP Asst Professor PR,Faculty,Full-Time,61029
58090,OUS - ACME University,PAD UP Professor,Faculty,Full-Time,119124
58090,OUS - ACME University,PAD UP Professor,Faculty,Full-Time,49966
58090,OUS - ACME University,PAD UP Professor,Faculty,Full-Time,119864
58090,OUS - ACME University,PAD UP Professor,Faculty,Full-Time,111204
58090,OUS - ACME University,PAD UP Professor,Faculty,Full-Time,82107
58090,OUS - ACME University,PAD UP Professor,Faculty,Full-Time,100872
58090,OUS - ACME University,PAD UT Salary Pool < .50,Faculty,Part-Time,2583
58090,OUS - ACME University,PAD UT Salary Pool < .50,Faculty,Part-Time,4084
58090,OUS - ACME University,PAD UT Salary Pool < .50,Faculty,Part-Time,2499
58090,OUS - ACME University,PAD UT Salary Pool < .50,Faculty,Part-Time,2583
58090,OUS - ACME University,PAD UT Salary Pool < .50,Faculty,Part-Time,2535
58090,OUS - ACME University,PAD UT Salary Pool < .50,Faculty,Part-Time,2535
58090,OUS - ACME University,PAD UT Salary Pool < .50,Faculty,Part-Time,3596
58090,OUS - ACME University,PAD UT Salary Pool < .50,Faculty,Part-Time,15096
58090,OUS - ACME University,PAD UT Salary Pool < .50,Faculty,Part-Time,2583
58090,OUS - ACME University,PHE UP  Sr Instructor II,Faculty,Full-Time,45063
58090,OUS - ACME University,PHE UP Assistant Professor,Faculty,Full-Time,66708
58090,OUS - ACME University,PHE UP Assoc Prof,Faculty,Full-Time,80649
58090,OUS - ACME University,PHE UP Associate Professor,Faculty,Full-Time,71028
58090,OUS - ACME University,PHE UP Asst Prof,Faculty,Full-Time,47561
58090,OUS - ACME University,PHE UP Instructor,Faculty,Full-Time,43218
58090,OUS - ACME University,PHE UP Professor,Faculty,Full-Time,41279
