AGENCY #,AGENCY TITLE,ROLE,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58090,OUS - ACME University,SHC UX Dir of Dental Services,Executive/Admin and managerial,Full-Time,90612
58090,OUS - ACME University,SHC UX Director SHAC,Executive/Admin and managerial,Full-Time,193997
58090,OUS - ACME University,SHC UX Operations Manager,Executive/Admin and managerial,Full-Time,47796
58090,OUS - ACME University,"SHS UX Dir, Stdt Health Serv",Executive/Admin and managerial,Full-Time,185880
58090,OUS - ACME University,SHS UX Director of CAPs,Executive/Admin and managerial,Full-Time,108156
58090,OUS - ACME University,SLS UX Managing Attorney,Executive/Admin and managerial,Full-Time,74472
58090,OUS - ACME University,SOC UX Department Chair,Executive/Admin and managerial,Full-Time,112824
58090,OUS - ACME University,SOG UX Director,Executive/Admin and managerial,Full-Time,136680
58090,OUS - ACME University,SOG UX Director of CJPRI,Executive/Admin and managerial,Full-Time,82332
58090,OUS - ACME University,SOG UX IntrmDir Plcy Consensus,Executive/Admin and managerial,Full-Time,113964
58090,OUS - ACME University,SPH UX Department Chair,Executive/Admin and managerial,Full-Time,90384
58090,OUS - ACME University,SSW UX Asc Dean Academics,Executive/Admin and managerial,Full-Time,86004
58090,OUS - ACME University,SSW UX BSW Program Director,Executive/Admin and managerial,Full-Time,115356
58090,OUS - ACME University,SSW UX CFS Program Director,Executive/Admin and managerial,Full-Time,67473
58090,OUS - ACME University,"SSW UX Dean,Sch Of Social Wor",Executive/Admin and managerial,Full-Time,165000
58090,OUS - ACME University,SSW UX Field Program Director,Executive/Admin and managerial,Full-Time,61974
58090,OUS - ACME University,SSW UX MSW Program Director,Executive/Admin and managerial,Full-Time,87444
58090,OUS - ACME University,SSW UX PhD Program Director,Executive/Admin and managerial,Full-Time,85959
58090,OUS - ACME University,UGE UX Interim Dir Uni Studies,Executive/Admin and managerial,Full-Time,95232
58090,OUS - ACME University,"UPA UX Associate Dean, CUPA",Executive/Admin and managerial,Full-Time,123516
58090,OUS - ACME University,"UPA UX Dean, Urban & Pub Affr",Executive/Admin and managerial,Full-Time,200004
58090,OUS - ACME University,UPL UU General Manager,Executive/Admin and managerial,Full-Time,61008
58090,OUS - ACME University,USP UX Director,Executive/Admin and managerial,Full-Time,120444
58090,OUS - ACME University,UTC UX SustainTransportPrgMgr,Executive/Admin and managerial,Full-Time,91380
58090,OUS - ACME University,WSC UX Program Director,Executive/Admin and managerial,Full-Time,111708
58090,OUS - ACME University,XCE UX Asc Vice Prov/Dir CEED,Executive/Admin and managerial,Full-Time,117672
58090,OUS - ACME University,ANT UP Assistant Professor NR,Faculty,Full-Time,60660
58090,OUS - ACME University,ANT UP Asst Prof,Faculty,Full-Time,57186
58090,OUS - ACME University,ANT UP Asst Prof,Faculty,Full-Time,64017
58090,OUS - ACME University,ANT UP Asst Prof,Faculty,Full-Time,62091
58090,OUS - ACME University,ANT UP Professor,Faculty,Full-Time,65907
58090,OUS - ACME University,ANT UP Professor,Faculty,Full-Time,86184
58090,OUS - ACME University,ANT UP Rsch Asst,Faculty,Full-Time,34171
58090,OUS - ACME University,ANT UP Rsch Asst Professor,Faculty,Full-Time,98910
58090,OUS - ACME University,ANT UT Salary Pool < .50,Faculty,Part-Time,10376
58090,OUS - ACME University,ANT UT Salary Pool < .50,Faculty,Part-Time,3932
58090,OUS - ACME University,ANT UT Salary Pool < .50,Faculty,Part-Time,3784
58090,OUS - ACME University,ANT UT Salary Pool < .50,Faculty,Part-Time,10376
58090,OUS - ACME University,ANT UT Salary Pool < .50,Faculty,Part-Time,24978
58090,OUS - ACME University,ANT UT Salary Pool < .50,Faculty,Part-Time,5188
58090,OUS - ACME University,ANT UT Salary Pool < .50,Faculty,Part-Time,4456
58090,OUS - ACME University,ANT UT Salary Pool < .50,Faculty,Part-Time,3932
58090,OUS - ACME University,ARC UP Associate Professor,Faculty,Full-Time,66654
58090,OUS - ACME University,ARC UP Asst Prof,Faculty,Full-Time,56322
58090,OUS - ACME University,ARC UP Asst Prof,Faculty,Full-Time,63018
58090,OUS - ACME University,ARC UP Asst Prof,Faculty,Full-Time,65025
58090,OUS - ACME University,ARC UP Asst Prof,Faculty,Full-Time,59949
58090,OUS - ACME University,ARC UP Asst Prof,Faculty,Full-Time,69570
58090,OUS - ACME University,ARC UP Dir CPID Prof,Faculty,Full-Time,110544
58090,OUS - ACME University,ARC UP Professor,Faculty,Full-Time,139761
58090,OUS - ACME University,ARC UP Professor,Faculty,Full-Time,42970
58090,OUS - ACME University,ARC UP Professor,Faculty,Full-Time,87867
58090,OUS - ACME University,ARC UP Rsch Asc,Faculty,Full-Time,53472
58090,OUS - ACME University,ARC UT Salary Pool < .50,Faculty,Part-Time,11628
58090,OUS - ACME University,ARC UT Salary Pool < .50,Faculty,Part-Time,5814
58090,OUS - ACME University,ARC UT Salary Pool < .50,Faculty,Part-Time,17442
58090,OUS - ACME University,ARC UT Salary Pool < .50,Faculty,Part-Time,41628
58090,OUS - ACME University,ARC UT Salary Pool < .50,Faculty,Part-Time,11628
58090,OUS - ACME University,ARC UT Salary Pool < .50,Faculty,Part-Time,14268
58090,OUS - ACME University,ARC UT Salary Pool < .50,Faculty,Part-Time,3740
58090,OUS - ACME University,ART UP Asc Prof,Faculty,Full-Time,65637
58090,OUS - ACME University,ART UP Asc Prof,Faculty,Full-Time,70956
58090,OUS - ACME University,ART UP Assistant Professor,Faculty,Full-Time,54918
58090,OUS - ACME University,ART UP Assoc Prof,Faculty,Full-Time,57852
58090,OUS - ACME University,ART UP Associate Professor,Faculty,Full-Time,65637
58090,OUS - ACME University,ART UP Asst Prof,Faculty,Full-Time,54918
58090,OUS - ACME University,ART UP Asst Prof,Faculty,Full-Time,54918
58090,OUS - ACME University,ART UP Asst Prof,Faculty,Full-Time,54918
58090,OUS - ACME University,ART UP Asst Prof,Faculty,Full-Time,54918
58090,OUS - ACME University,ART UP Asst Prof,Faculty,Full-Time,54918
58090,OUS - ACME University,ART UP Asst Prof,Faculty,Full-Time,54918
58090,OUS - ACME University,ART UP Asst Prof,Faculty,Full-Time,54918
58090,OUS - ACME University,ART UP Instructor,Faculty,Full-Time,40005
58090,OUS - ACME University,ART UP Professor,Faculty,Full-Time,82395
58090,OUS - ACME University,ART UP Professor,Faculty,Full-Time,83763
58090,OUS - ACME University,ART UP Professor,Faculty,Full-Time,80748
58090,OUS - ACME University,ART UP Professor,Faculty,Full-Time,80748
58090,OUS - ACME University,ART UP Professor,Faculty,Full-Time,48449
58090,OUS - ACME University,ART UP Professor,Faculty,Full-Time,80748
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,8330
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,4998
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,4998
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,1666
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,1666
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,1666
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Full-Time,19992
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,5165
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,4165
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,11628
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,14994
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,1666
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,1499
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,6664
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,ART UT Salary Pool < .50,Faculty,Part-Time,9996
58090,OUS - ACME University,BIO UP Asc Prof,Faculty,Full-Time,57176
58090,OUS - ACME University,BIO UP Asc Prof,Faculty,Full-Time,67653
58090,OUS - ACME University,BIO UP Asc Prof,Faculty,Full-Time,67968
58090,OUS - ACME University,BIO UP Asc Prof,Faculty,Full-Time,69228
58090,OUS - ACME University,BIO UP Asc Prof,Faculty,Full-Time,69732
58090,OUS - ACME University,BIO UP Asc Professor,Faculty,Full-Time,68742
58090,OUS - ACME University,BIO UP Asc Professor,Faculty,Full-Time,67797
58090,OUS - ACME University,BIO UP Associate Professor,Faculty,Full-Time,66006
58090,OUS - ACME University,BIO UP Associate Professor,Faculty,Full-Time,68400
58090,OUS - ACME University,BIO UP Asst Prof,Faculty,Full-Time,68490
58090,OUS - ACME University,BIO UP Asst Prof,Faculty,Full-Time,51246
58090,OUS - ACME University,BIO UP Asst Prof,Faculty,Full-Time,64404
58090,OUS - ACME University,BIO UP Asst Professor,Faculty,Full-Time,54918
58090,OUS - ACME University,BIO UP Prof,Faculty,Full-Time,70812
58090,OUS - ACME University,BIO UP Prof,Faculty,Full-Time,86742
58090,OUS - ACME University,BIO UP Prof,Faculty,Full-Time,84564
58090,OUS - ACME University,BIO UP Prof,Faculty,Full-Time,96156
58090,OUS - ACME University,BIO UP Prof,Faculty,Full-Time,89820
58090,OUS - ACME University,BIO UP Prof,Faculty,Full-Time,74050
58090,OUS - ACME University,BIO UP Professor,Faculty,Full-Time,73242
58090,OUS - ACME University,BIO UP Professor,Faculty,Full-Time,69732
58090,OUS - ACME University,BIO UP Rsch Asst,Faculty,Full-Time,49104
58090,OUS - ACME University,BIO UP Rsch Asst,Faculty,Full-Time,39053
58090,OUS - ACME University,BIO UP Rsch Asst PostDoc,Faculty,Full-Time,42104
58090,OUS - ACME University,BIO UP Sr Rsch Asc I,Faculty,Full-Time,56262
58090,OUS - ACME University,BIO UT Adjunct Pool,Faculty,Part-Time,4824
58090,OUS - ACME University,BIO UT Adjunct Pool,Faculty,Part-Time,5160
58090,OUS - ACME University,BIO UT Adjunct Pool,Faculty,Part-Time,13122
58090,OUS - ACME University,BIO UT Adjunct Pool,Faculty,Part-Time,12140
58090,OUS - ACME University,BIO UT Adjunct Pool,Faculty,Part-Time,4288
58090,OUS - ACME University,BIO UT Adjunct Pool,Faculty,Part-Time,5484
58090,OUS - ACME University,BIO UT Adjunct Pool,Faculty,Part-Time,35000
58090,OUS - ACME University,BIO UT Adjunct Pool,Faculty,Part-Time,6596
58090,OUS - ACME University,BIO UT Adjunct Pool,Faculty,Part-Time,4824
58090,OUS - ACME University,BIO UT Hourly AFT,Faculty,Part-Time,15104
58090,OUS - ACME University,BST UP Asc Prof,Faculty,Full-Time,55640
58090,OUS - ACME University,BST UP Asst Prof,Faculty,Full-Time,31717
58090,OUS - ACME University,BST UP Asst Professor,Faculty,Full-Time,54963
58090,OUS - ACME University,BST UP Instructor,Faculty,Full-Time,26803
58090,OUS - ACME University,BST UP Prof,Faculty,Full-Time,58437
58090,OUS - ACME University,BST UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,BST UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,BST UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,BST UT Salary Pool < .50,Faculty,Part-Time,3332
58090,OUS - ACME University,CCF UP Instructor,Faculty,Full-Time,62962
58090,OUS - ACME University,CCF UP Instructor/Trainer,Faculty,Full-Time,60000
58090,OUS - ACME University,CCF UP Instructor/Trainer,Faculty,Full-Time,63660
58090,OUS - ACME University,CCF UP Instructor/Trainier,Faculty,Full-Time,62100
58090,OUS - ACME University,CCF UP Instructor/TrainingCord,Faculty,Full-Time,68268
58090,OUS - ACME University,CCF UP Reseach Asst Professor,Faculty,Full-Time,76980
58090,OUS - ACME University,CCF UP Research Associate,Faculty,Full-Time,54120
58090,OUS - ACME University,CCF UP Rsch Asst,Faculty,Full-Time,48816
58090,OUS - ACME University,CCF UP Sr Research Assistant I,Faculty,Full-Time,56148
58090,OUS - ACME University,CCF UP Sr Research Asst I,Faculty,Full-Time,52284
58090,OUS - ACME University,CCF UP Sr Research Asst I,Faculty,Full-Time,48211
58090,OUS - ACME University,CCJ UP Associate Professor,Faculty,Full-Time,71199
58090,OUS - ACME University,CCJ UP Professor,Faculty,Full-Time,87588
58090,OUS - ACME University,CCJ UP Professor,Faculty,Full-Time,72549
58090,OUS - ACME University,CCJ UP Senior Instructor II,Faculty,Full-Time,54495
58090,OUS - ACME University,CEN UP Asc Prof,Faculty,Full-Time,60656
58090,OUS - ACME University,CEN UP Asc Prof,Faculty,Full-Time,88695
58090,OUS - ACME University,CEN UP Asc Prof,Faculty,Full-Time,53201
58090,OUS - ACME University,CEN UP Asc Prof,Faculty,Full-Time,83745
58090,OUS - ACME University,CEN UP Asc Prof,Faculty,Full-Time,57397
58090,OUS - ACME University,CEN UP Asc Prof,Faculty,Full-Time,92061
58090,OUS - ACME University,CEN UP Asc Prof,Faculty,Full-Time,53185
58090,OUS - ACME University,CEN UP Asst Prof,Faculty,Full-Time,85050
58090,OUS - ACME University,CEN UP Instructor,Faculty,Full-Time,54963
58090,OUS - ACME University,CEN UP Instructor,Faculty,Full-Time,58842
58090,OUS - ACME University,CEN UP Professor,Faculty,Full-Time,105975
58090,OUS - ACME University,CEN UP Professor,Faculty,Full-Time,114174
58090,OUS - ACME University,CEN UP Professor,Faculty,Full-Time,119574
58090,OUS - ACME University,CEN UP Professor,Faculty,Full-Time,130698
58090,OUS - ACME University,CEN UP Professor,Faculty,Full-Time,65718
58090,OUS - ACME University,CEN UP Professor (CHE),Faculty,Full-Time,159084
58090,OUS - ACME University,CEN UP Rsch Asc,Faculty,Full-Time,53472
58090,OUS - ACME University,CEN UP Rsch Asc,Faculty,Full-Time,53472
58090,OUS - ACME University,CEN UP Rsch Asst Prof,Faculty,Full-Time,40026
58090,OUS - ACME University,CEN UP Rsch Asst Prof,Faculty,Full-Time,84000
58090,OUS - ACME University,CEN UP Rsch Asst Prof,Faculty,Full-Time,35646
58090,OUS - ACME University,CEN UP Rsch Asst Professor,Faculty,Full-Time,36912
58090,OUS - ACME University,CEN UP Sr Rsch Asc (CHE),Faculty,Full-Time,101340
58090,OUS - ACME University,CEN UT Salary Pool < .50,Faculty,Part-Time,5000
58090,OUS - ACME University,CEN UT Salary Pool < .50,Faculty,Part-Time,5000
58090,OUS - ACME University,CFS UP Assistant Professor,Faculty,Full-Time,66303
58090,OUS - ACME University,CFS UP Assoc Prof,Faculty,Full-Time,60777
58090,OUS - ACME University,CHE UP Asc Prof,Faculty,Full-Time,70038
58090,OUS - ACME University,CHE UP Assistant Professor,Faculty,Full-Time,76887
58090,OUS - ACME University,CHE UP Assoc Prof,Faculty,Full-Time,76284
58090,OUS - ACME University,CHE UP Assoc Prof,Faculty,Full-Time,39882
58090,OUS - ACME University,CHE UP Asst Prof,Faculty,Full-Time,76284
58090,OUS - ACME University,CHE UP Asst Prof,Faculty,Full-Time,76275
58090,OUS - ACME University,CHE UP Asst Prof,Faculty,Full-Time,76284
58090,OUS - ACME University,CHE UP Instructor,Faculty,Full-Time,46431
58090,OUS - ACME University,CHE UP Instructor NR,Faculty,Full-Time,46863
58090,OUS - ACME University,CHE UP Post Doc Rsch Asst,Faculty,Full-Time,48816
58090,OUS - ACME University,CHE UP Prof,Faculty,Full-Time,123804
58090,OUS - ACME University,CHE UP Prof,Faculty,Full-Time,122013
58090,OUS - ACME University,CHE UP Prof,Faculty,Full-Time,92475
58090,OUS - ACME University,CHE UP Prof,Faculty,Full-Time,102123
58090,OUS - ACME University,CHE UP Prof,Faculty,Full-Time,107928
58090,OUS - ACME University,CHE UP Professor,Faculty,Full-Time,80748
58090,OUS - ACME University,CHE UP Professor,Faculty,Full-Time,119862
58090,OUS - ACME University,CHE UP Rsch Asc Prof,Faculty,Full-Time,143760
58090,OUS - ACME University,CHE UP Rsch Asc Prof,Faculty,Full-Time,45149
58090,OUS - ACME University,CHE UP Rsch Asst,Faculty,Full-Time,40589
58090,OUS - ACME University,CHE UP Rsch Asst,Faculty,Full-Time,40589
58090,OUS - ACME University,CHE UP Rsch Asst PostDoc,Faculty,Full-Time,48816
58090,OUS - ACME University,CHE UP Rsch Asst PostDoc,Faculty,Full-Time,48816
58090,OUS - ACME University,CHE UT 12 mo Salary Pool <.50,Faculty,Part-Time,23694
58090,OUS - ACME University,CHE UT Hourly AFT,Faculty,Part-Time,11460
58090,OUS - ACME University,CHE UT Salary Pool < .50,Faculty,Part-Time,15064
58090,OUS - ACME University,CHE UT Salary Pool < .50,Faculty,Part-Time,2448
58090,OUS - ACME University,CHE UT Salary Pool < .50,Faculty,Part-Time,6560
58090,OUS - ACME University,CHE UT Salary Pool < .50,Faculty,Part-Time,5564
58090,OUS - ACME University,CLS UP Assistant Professor NR,Faculty,Full-Time,59949
58090,OUS - ACME University,CMP UP Asc Prof,Faculty,Full-Time,104868
58090,OUS - ACME University,CMP UP Asc Prof,Faculty,Full-Time,112473
58090,OUS - ACME University,CMP UP Asc Prof,Faculty,Full-Time,94176
58090,OUS - ACME University,CMP UP Asc Prof,Faculty,Full-Time,100755
58090,OUS - ACME University,CMP UP Asc Prof,Faculty,Full-Time,98892
58090,OUS - ACME University,CMP UP Asst Prof,Faculty,Full-Time,93996
58090,OUS - ACME University,CMP UP Asst Prof,Faculty,Full-Time,97452
58090,OUS - ACME University,CMP UP Maseeh Prof EmrgingTech,Faculty,Full-Time,200475
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,170577
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,151191
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,113823
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,120582
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,136431
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,130401
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,155169
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,155232
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,188478
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,128574
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,117891
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,135621
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,139941
58090,OUS - ACME University,CMP UP Professor,Faculty,Full-Time,161811
58090,OUS - ACME University,CMP UP Rsch Asc PostDoc,Faculty,Full-Time,68496
58090,OUS - ACME University,CMP UP Rsch Asst Prof,Faculty,Full-Time,95376
58090,OUS - ACME University,CMP UP Sr Instructor I,Faculty,Full-Time,89820
58090,OUS - ACME University,CMP UP Sr Rsch Asc,Faculty,Full-Time,66594
58090,OUS - ACME University,CMP UT Salary Pool < .50,Faculty,Part-Time,5097
58090,OUS - ACME University,CMP UT Salary Pool < .50,Faculty,Part-Time,9900
58090,OUS - ACME University,CMP UT Salary Pool < .50,Faculty,Part-Time,4969
58090,OUS - ACME University,CMP UT Salary Pool < .50,Faculty,Part-Time,3823
58090,OUS - ACME University,CMP UT Salary Pool < .50,Faculty,Part-Time,4969
58090,OUS - ACME University,CNF UP Asc Prof,Faculty,Full-Time,58140
58090,OUS - ACME University,CNF UP Assistant Professor,Faculty,Full-Time,54196
58090,OUS - ACME University,CNF UP Asst Prof,Faculty,Full-Time,44046
58090,OUS - ACME University,CNF UP Instructor,Faculty,Full-Time,54918
58090,OUS - ACME University,CNF UP Professor,Faculty,Full-Time,70011
58090,OUS - ACME University,CNF UP Professor,Faculty,Full-Time,86184
58090,OUS - ACME University,CNF UP Sr Instructor II,Faculty,Full-Time,44946
58090,OUS - ACME University,CNF UT Salary Pool <.5,Faculty,Part-Time,4998
58090,OUS - ACME University,CNF UT Salary Pool <.5,Faculty,Part-Time,8330
58090,OUS - ACME University,CNF UT Salary Pool <.5,Faculty,Part-Time,3332
58090,OUS - ACME University,COM UP Assistant Professor,Faculty,Full-Time,54918
58090,OUS - ACME University,COM UP Assistant Professor,Faculty,Full-Time,54918
58090,OUS - ACME University,COM UP Assistant Professor,Faculty,Full-Time,66321
58090,OUS - ACME University,COM UP Assoc Prof,Faculty,Full-Time,86112
58090,OUS - ACME University,COM UP Asst Prof,Faculty,Full-Time,64143
58090,OUS - ACME University,COM UP Asst Prof,Faculty,Full-Time,61308
58090,OUS - ACME University,COM UP Professor,Faculty,Full-Time,80748
58090,OUS - ACME University,COM UP Senior Instructor I,Faculty,Full-Time,48285
58090,OUS - ACME University,COM UP Sr Instructor,Faculty,Full-Time,54783
58090,OUS - ACME University,COM UT Salary Pool <.50,Faculty,Part-Time,8064
58090,OUS - ACME University,COM UT Salary Pool <.50,Faculty,Part-Time,1666
58090,OUS - ACME University,COM UT Salary Pool <.50,Faculty,Part-Time,3332
58090,OUS - ACME University,COM UT Salary Pool <.50,Faculty,Part-Time,1666
58090,OUS - ACME University,COM UT Salary Pool <.50,Faculty,Part-Time,4998
58090,OUS - ACME University,COM UT Salary Pool <.50,Faculty,Part-Time,3332
58090,OUS - ACME University,COM UT Salary Pool <.50,Faculty,Part-Time,3332
58090,OUS - ACME University,COM UT Salary Pool <.50,Faculty,Part-Time,5388
58090,OUS - ACME University,COM UT Salary Pool <.50,Faculty,Part-Time,1666
58090,OUS - ACME University,CPS UP Dir StudentCareer Svces,Faculty,Full-Time,69300
58090,OUS - ACME University,CUS UP Research Assistant,Faculty,Full-Time,40426
58090,OUS - ACME University,CUS UP Research Associate,Faculty,Full-Time,81732
58090,OUS - ACME University,CUS UP Rsch Asst,Faculty,Full-Time,63408
58090,OUS - ACME University,CUS UP RschAstMultiFamProjCood,Faculty,Full-Time,48816
58090,OUS - ACME University,CUS UT Hourly AFT,Faculty,Part-Time,5094
58090,OUS - ACME University,CUS UT Hourly AFT,Faculty,Part-Time,27430
58090,OUS - ACME University,CUS UT Hourly AFT,Faculty,Part-Time,13105
58090,OUS - ACME University,CWP UP Instr CWEduCoordinator,Faculty,Full-Time,70824
58090,OUS - ACME University,CWP UP Instructor/TrainingCoor,Faculty,Full-Time,72961
58090,OUS - ACME University,"CWP UP Liason, Adopt Cert Prog",Faculty,Full-Time,57924
58090,OUS - ACME University,CWP UP Research Associate,Faculty,Full-Time,32058
58090,OUS - ACME University,CWP UP Research Associate,Faculty,Full-Time,68676
58090,OUS - ACME University,CWP UP Research Professor,Faculty,Full-Time,113208
58090,OUS - ACME University,CWP UP Senior Instructor I,Faculty,Full-Time,81084
58090,OUS - ACME University,CWP UP Senior Instructor I,Faculty,Full-Time,70836
58090,OUS - ACME University,CWP UP Sr Research Assistant I,Faculty,Full-Time,32702
58090,OUS - ACME University,CWP UP Sr Research Associate I,Faculty,Full-Time,59616
58090,OUS - ACME University,CWP UP Sr Research Associate I,Faculty,Full-Time,61786
58090,OUS - ACME University,CWP UT Hourly AFT,Faculty,Part-Time,12168
58090,OUS - ACME University,DRS UT 12m Salary Pool < .5,Faculty,Part-Time,16013
58090,OUS - ACME University,DRS UT 12m Salary Pool < .5,Faculty,Part-Time,12058
58090,OUS - ACME University,DRS UT 12m Salary Pool < .5,Faculty,Part-Time,48178
58090,OUS - ACME University,DRS UT 12m Salary Pool < .5,Faculty,Part-Time,12361
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Full-Time,43474
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,15280
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,12262
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,10732
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,18354
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,26685
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Full-Time,20374
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Full-Time,44095
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,16978
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,11346
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,9860
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,2512
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,120235
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,22842
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,14034
58090,OUS - ACME University,DRS UT Hourly AFT,Faculty,Part-Time,5006
